constituency_number,consitituencey_name,province,candidate_name,candidate_party,candidate_votes,candidate_share,outcome,Total NA Votes
NA-20,Mardan 1,Khyber Paktunkhwa (NWFP),Nawabzada Khawaja Muhammad Khan Hoti,Pakistan Peoples Party (Shaheed Bhutto),36312,0.193808711,loss,187360
NA-20,Mardan 1,Khyber Paktunkhwa (NWFP),Ata Ur Rehman,Muttahidda Majlis-e-Amal Pakistan,28840,0.153928266,loss,187360
NA-20,Mardan 1,Khyber Paktunkhwa (NWFP),Akhtar Nawaz,Pakistan Muslim League (Nawaz),5355,0.028581341,loss,187360
NA-21,Mardan 2,Khyber Paktunkhwa (NWFP),Ameer Haider Khan Hoti ,Awami National Party,78911,0.425965712,loss,185252
NA-21,Mardan 2,Khyber Paktunkhwa (NWFP),Muhammad Atif,Pakistan Tehreek-e-Insaf,78878,0.425787576,win,185252
NA-21,Mardan 2,Khyber Paktunkhwa (NWFP),Shuja Ul Mulk,Muttahidda Majlis-e-Amal Pakistan,18361,0.09911364,loss,185252
NA-21,Mardan 2,Khyber Paktunkhwa (NWFP),Syed Abid Ali Shah,Pakistan Peoples Party (Shaheed Bhutto),8616,0.046509619,loss,185252
NA-21,Mardan 2,Khyber Paktunkhwa (NWFP),Mukhtiar,Independents,486,0.002623453,loss,185252
NA-22,Mardan 2,Khyber Paktunkhwa (NWFP),Ali Muhammad Khan,Pakistan Tehreek-e-Insaf,58577,0.299683316,win,195463
NA-22,Mardan 2,Khyber Paktunkhwa (NWFP),Maulana Muhammad Qasim,Muttahidda Majlis-e-Amal Pakistan,56318,0.288126142,loss,195463
NA-22,Mardan 2,Khyber Paktunkhwa (NWFP),Jamshaid Khan,Pakistan Muslim League (Nawaz),36625,0.187375616,loss,195463
NA-22,Mardan 2,Khyber Paktunkhwa (NWFP),Malik Aman Khan,Awami National Party,27104,0.13866563,loss,195463
NA-22,Mardan 2,Khyber Paktunkhwa (NWFP),Shoaib Alam Khan,Pakistan Peoples Party (Shaheed Bhutto),13477,0.068949111,loss,195463
NA-22,Mardan 2,Khyber Paktunkhwa (NWFP),Ahsanullah,Tehreek-e-Labbaik,2774,0.014191944,loss,195463
NA-22,Mardan 2,Khyber Paktunkhwa (NWFP),Azmat Ali,Pakistan Muslim League -Zia,588,0.003008242,loss,195463
NA-23,Charsadda 1,Khyber Paktunkhwa (NWFP),Anwar Taj ,Pakistan Tehreek-e-Insaf,59371,0.436988459,win,135864
NA-23,Charsadda 1,Khyber Paktunkhwa (NWFP),Haji Zafar Ali,Muttahidda Majlis-e-Amal Pakistan,41391,0.304650238,loss,135864
NA-23,Charsadda 1,Khyber Paktunkhwa (NWFP),Gulzar Ahmed Khan,Awami National Party,18433,0.135672437,loss,135864
NA-23,Charsadda 1,Khyber Paktunkhwa (NWFP),Manzoor Ahmed,Pakistan Peoples Party (Shaheed Bhutto),13966,0.10279397,loss,135864
NA-23,Charsadda 1,Khyber Paktunkhwa (NWFP),Sobadar Khan,Independents,1308,0.009627274,loss,135864
NA-23,Charsadda 1,Khyber Paktunkhwa (NWFP),Begum Tahira Bukhari,Pakistan Muslim League (Nawaz),1260,0.00927398,loss,135864
NA-23,Charsadda 1,Khyber Paktunkhwa (NWFP),Aftab Ahmed Khan Sher Pao,Qaumi Watan Party,135,0.000993641,loss,135864
NA-24,Charsadda 2,Khyber Paktunkhwa (NWFP),Fazal Muhammad Khan,Pakistan Tehreek-e-Insaf,83495,0.413192262,win,202073
NA-24,Charsadda 2,Khyber Paktunkhwa (NWFP),Asfandyar Wali Khan,Awami National Party,59483,0.294363918,loss,202073
NA-24,Charsadda 2,Khyber Paktunkhwa (NWFP),Maulana Muhammad Goher Shah,Muttahidda Majlis-e-Amal Pakistan,38252,0.189297927,loss,202073
NA-24,Charsadda 2,Khyber Paktunkhwa (NWFP),Aftab Alam,Pakistan Peoples Party (Shaheed Bhutto),10462,0.051773369,loss,202073
NA-24,Charsadda 2,Khyber Paktunkhwa (NWFP),Muhammad Shafiq,Tehreek-e-Labbaik,5961,0.02949924,loss,202073
NA-24,Charsadda 2,Khyber Paktunkhwa (NWFP),Farooq Shah,Independents,1632,0.008076289,loss,202073
NA-24,Charsadda 2,Khyber Paktunkhwa (NWFP),Zahoor Ahmed,All Pakistan Muslim League,1425,0.007051907,loss,202073
NA-24,Charsadda 2,Khyber Paktunkhwa (NWFP),Mian Alamgir Shah,Pakistan Muslim League (Nawaz),1363,0.006745087,loss,202073
NA-25,Nowshera 1,Khyber Paktunkhwa (NWFP),Pervez Khan Khattak,Pakistan Tehreek-e-Insaf,82118,0.458659845,win,179039
NA-25,Nowshera 1,Khyber Paktunkhwa (NWFP),Khan Pervez,Pakistan Peoples Party (Shaheed Bhutto),35658,0.199163311,loss,179039
NA-25,Nowshera 1,Khyber Paktunkhwa (NWFP),Syed Zulfiqar Ali Shah,Muttahidda Majlis-e-Amal Pakistan,28172,0.157351192,loss,179039
NA-25,Nowshera 1,Khyber Paktunkhwa (NWFP),Malik JuMuttahidda Majlis-e-Amal Pakistan Khan,Awami National Party,26506,0.148045956,loss,179039
NA-25,Nowshera 1,Khyber Paktunkhwa (NWFP),Siraj Muhammad Khan,Pakistan Muslim League (Nawaz),4109,0.022950307,loss,179039
NA-25,Nowshera 1,Khyber Paktunkhwa (NWFP),Ayesha Gulalai Wazir,Pakistan Tehreek-e-Insaf-G,959,0.005356375,loss,179039
NA-25,Nowshera 1,Khyber Paktunkhwa (NWFP),Muhammad Sher Ali,Independents,603,0.003367981,loss,179039
NA-25,Nowshera 1,Khyber Paktunkhwa (NWFP),Ihrar Khan,Independents,589,0.003289786,loss,179039
NA-25,Nowshera 1,Khyber Paktunkhwa (NWFP),Ijaz Ul Haq,Independents,325,0.001815247,loss,179039
NA-26,Nowshera 2,Khyber Paktunkhwa (NWFP),Imran Khattak,Pakistan Tehreek-e-Insaf,90256,0.494491105,win,182523
NA-26,Nowshera 2,Khyber Paktunkhwa (NWFP),Jamal Khan Khattak,Awami National Party,47132,0.258224991,loss,182523
NA-26,Nowshera 2,Khyber Paktunkhwa (NWFP),Asif Luqman Qazi,Muttahidda Majlis-e-Amal Pakistan,22777,0.124789753,loss,182523
NA-26,Nowshera 2,Khyber Paktunkhwa (NWFP),Feroze Jamal Shah Kaka Khail,Pakistan Peoples Party (Shaheed Bhutto),9739,0.053357659,loss,182523
NA-26,Nowshera 2,Khyber Paktunkhwa (NWFP),Sana Ullah Jan,Tehreek-e-Labbaik,6496,0.035590035,loss,182523
NA-26,Nowshera 2,Khyber Paktunkhwa (NWFP),Haji Nawab Khan,Pakistan Muslim League (Nawaz),4052,0.022199942,loss,182523
NA-26,Nowshera 2,Khyber Paktunkhwa (NWFP),Salih Muhammad,Independents,878,0.004810353,loss,182523
NA-26,Nowshera 2,Khyber Paktunkhwa (NWFP),Muhammad Faisal Khattak,Tehreek-e-Labbaik,631,0.003457099,loss,182523
NA-26,Nowshera 2,Khyber Paktunkhwa (NWFP),Muhammad Tanvir,Independents,562,0.003079064,loss,182523
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Noor Alam Khan,Pakistan Tehreek-e-Insaf,71158,0.477054994,win,149161
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Haji Ghulam Ali,Muttahidda Majlis-e-Amal Pakistan,39310,0.263540738,loss,149161
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Asma Alamgir,Pakistan Peoples Party (Shaheed Bhutto),24002,0.160913375,loss,149161
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Arbab Tahir Nadeem,Awami National Party,6615,0.044348053,loss,149161
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Sobia Shahid,Pakistan Muslim League (Nawaz),3136,0.021024262,loss,149161
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Amjad Ali,Qaumi Watan Party,1414,0.00947969,loss,149161
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Shakeel Abid,Independents,1229,0.008239419,loss,149161
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Naveed Ali,Independents,1131,0.007582411,loss,149161
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Faqir Muhammad,Independents,860,0.005765582,loss,149161
NA-27,Peshawar 1,Khyber Paktunkhwa (NWFP),Sidra Qadeem,Independents,306,0.002051475,loss,149161
NA_28,Peshawar 2,Khyber Paktunkhwa (NWFP),Arbab Amir Ayub,Pakistan Tehreek-e-Insaf,74414,0.512818039,win,145108
NA_28,Peshawar 2,Khyber Paktunkhwa (NWFP),Sabir Hussain Awan,Muttahidda Majlis-e-Amal Pakistan,27292,0.188080602,loss,145108
NA_28,Peshawar 2,Khyber Paktunkhwa (NWFP),Shafie Akbar,Awami National Party,22096,0.15227279,loss,145108
NA_28,Peshawar 2,Khyber Paktunkhwa (NWFP),Ikram Ullah,Tehreek-e-Labbaik,14296,0.098519723,loss,145108
NA_28,Peshawar 2,Khyber Paktunkhwa (NWFP),Muhammad Intikhab Khan,Pakistan Muslim League (Nawaz),7010,0.048308846,loss,145108
NA_29,Peshawar 3,Khyber Paktunkhwa (NWFP),Nasir Khan Mosa Zai,Pakistan Tehreek-e-Insaf,49762,0.412452652,win,120649
NA_29,Peshawar 3,Khyber Paktunkhwa (NWFP),Naeem Jaan,Muttahidda Majlis-e-Amal Pakistan,29357,0.24332568,loss,120649
NA_29,Peshawar 3,Khyber Paktunkhwa (NWFP),Arbab Kamal Ahmad,Awami National Party,20392,0.169019221,loss,120649
NA_29,Peshawar 3,Khyber Paktunkhwa (NWFP),Amir Muqam,Pakistan Muslim League (Nawaz),10569,0.087601223,loss,120649
NA_29,Peshawar 3,Khyber Paktunkhwa (NWFP),Muhammad Shafiq Amini,Tehreek-e-Labbaik,10569,0.087601223,loss,120649
NA_30,Peshawar 4,Khyber Paktunkhwa (NWFP),Sher Ali Arbab,Pakistan Tehreek-e-Insaf,73781,0.643268786,win,114697
NA_30,Peshawar 4,Khyber Paktunkhwa (NWFP),Arbab Najeeb Ullah Khan,Muttahidda Majlis-e-Amal Pakistan,18111,0.157902997,loss,114697
NA_30,Peshawar 4,Khyber Paktunkhwa (NWFP),Arbab Alamgir Khan,Pakistan Peoples Party (Shaheed Bhutto),14593,0.127230878,loss,114697
NA_30,Peshawar 4,Khyber Paktunkhwa (NWFP),Muhammad Alamgir Khalil,Awami National Party,3799,0.033122052,loss,114697
NA_30,Peshawar 4,Khyber Paktunkhwa (NWFP),Muhammad Junaid Afridi,Pakistan Muslim League (Nawaz),3799,0.033122052,loss,114697
NA_30,Peshawar 4,Khyber Paktunkhwa (NWFP),Muhammad Shoukat Khursheed,Independents,305,0.00265918,loss,114697
NA_30,Peshawar 4,Khyber Paktunkhwa (NWFP),Noor Wali Khan,Pakistan National Democratic Party,170,0.001482166,loss,114697
NA_30,Peshawar 4,Khyber Paktunkhwa (NWFP),Malik Haider Khan,Pakistan Muslim League ,139,0.001211889,loss,114697
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Shaukat Ali,Pakistan Tehreek-e-Insaf,87895,0.548746988,win,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Haji Ghulam Ahmad Bilour,Awami National Party,42476,0.26518661,loss,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Muhammad Siddiq Ur Rehman,Muttahidda Majlis-e-Amal Pakistan,11657,0.072777105,loss,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Akhunzada Irfan Ullah Shah,Pakistan Peoples Party (Shaheed Bhutto),7499,0.046817836,loss,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Shaukat Ali,Independents,5371,0.033532284,loss,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Muhammad Nadeem,Pakistan Muslim League (Nawaz),3093,0.01931025,loss,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Rooh Ullah,Independents,854,0.005331702,loss,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Aurangzeb Khan,All Pakistan Muslim League,604,0.003770899,loss,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Yasmeen,Tehreek-e-Labbaik,430,0.002684581,loss,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Muhammad Saqqaf Yasir,Independents,157,0.000980184,loss,160174
NA_31,Peshawar 5,Khyber Paktunkhwa (NWFP),Noor Hussain,Amun Taraqqi Party,138,0.000861563,loss,160174
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Shehryar Khan Afridi,Pakistan Tehreek-e-Insaf,82248,0.431390238,win,190658
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Gohar Mohammad Khan Bangash,Muttahidda Majlis-e-Amal Pakistan,47412,0.248675639,loss,190658
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Abbas Khan Afridi,Pakistan Muslim League (Nawaz),44154,0.23158745,loss,190658
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Mufti Ibrar Sultan,Independents,5318,0.027892876,loss,190658
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Bismillah Khan,Pakistan Peoples Party (Shaheed Bhutto),4915,0.025779144,loss,190658
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Madiha Faraz,Independents,1797,0.009425254,loss,190658
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Yousaf Afridi,Independents,1542,0.00808778,loss,190658
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Najeeb Ullah Durrani,Tehreek-e-Labbaik,1322,0.006933882,loss,190658
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Asmat Ullah Khan,Independents,1280,0.006713592,loss,190658
NA-32,Kohat,Khyber Paktunkhwa (NWFP),Mohammad Fayyaz,Independents,670,0.003514146,loss,190658
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Khial Zaman,Pakistan Tehreek-e-Insaf,28819,0.370324206,win,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Atiq Ur Rehman,Muttahidda Majlis-e-Amal Pakistan,27968,0.359388854,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Rangeen Khan,Independents,7007,0.090039964,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Muhammad Imran,Independents,3712,0.047699207,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Ulfat Hussain,Pakistan Peoples Party (Shaheed Bhutto),3639,0.046761157,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Syed Haider Ali Shah,Awami National Party,2769,0.035581655,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Hussain Jalali,Independents,2600,0.033410005,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Khaliq Ur Rehman,Independents,746,0.009586101,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Sultan Akbar,Independents,155,0.00199175,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Akhtar Munir Bangash,Independents,140,0.001799,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Taj Muhammad,Independents,120,0.001542,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Arif Hussain,Independents,108,0.0013878,loss,77821
NA-33,Hangu,Khyber Paktunkhwa (NWFP),Malak Riaz Bangash,Independents,38,0.0004883,loss,77821
NA-34,Karak,Khyber Paktunkhwa (NWFP),Shahid Ahmad Khattak,Pakistan Tehreek-e-Insaf,77181,0.36901694,win,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Nawabzada Mohsin Ali Khan,Pakistan Peoples Party (Shaheed Bhutto),41200,0.196984982,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Mir Zakim Khan,Muttahidda Majlis-e-Amal Pakistan,28534,0.136426444,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Shah Abdul Aziz,Jamiat Ulama-e-Islam (Sami),16935,0.080969434,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Rehmat Salam Khattak,Pakistan Muslim League (Nawaz),14346,0.068590936,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Gul Sahib Khan,Independents,13608,0.065062418,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Shams Ur Rehman Khattak,Independents,6843,0.032717676,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Saad Ullah Khan Khattak,Independents,2803,0.013401672,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Ikhtiar Gul,Independents,2008,0.009600627,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Zeeshan Ahmad,Independents,1408,0.006731914,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Shakir Zeeshan Khattak,Pakistan National Democratic Party,1408,0.006731914,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Imaad Azam,Independents,661,0.003160366,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Aziz Khan,Independents,504,0.002409719,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Usman Ghani,Independents,457,0.002185003,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Haseeb Ahmad Afaqi,Pakistan Muslim League ,371,0.001773821,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Tauseef Razique,Independents,334,0.001596917,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Zafar Mehmood,Independents,327,0.001563449,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Hameed Ullah Khan,Independents,181,0.000865395,loss,209153
NA-34,Karak,Khyber Paktunkhwa (NWFP),Altaf Qadir,Independents,44,0.000210372,loss,209153
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Imran Ahmad Khan Niazi,Pakistan Tehreek-e-Insaf,113822,0.478022763,win,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Akram Khan Durrani,Muttahidda Majlis-e-Amal Pakistan,106820,0.448616186,loss,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Syeda Yasmeen Safdar,Pakistan Peoples Party (Shaheed Bhutto),9173,0.038524211,loss,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Hamid Shah,Independents,1728,0.00725715,loss,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Islam Noor,Jamiat Ulama-e-Islam (Sami),1624,0.006820377,loss,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Muhammad Usman Ali Khan,Independents,1418,0.005955231,loss,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Abdul Samad Khan,Pak Sarzameen Party,1023,0.004296334,loss,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Inam Ullah,Pakistan National Democratic Party,1015,0.004262736,loss,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Amin Ullah,Pakistan Rah-e-Haq Party,873,0.003666373,loss,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Safdar Iqbal Shah,Independents,308,0.00129352,loss,238110
NA-35,Bannu,Khyber Paktunkhwa (NWFP),Liaqat Ali Khan,All Pakistan Muslim League,306,0.00128512,loss,238110
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Muhammad Anwar Khan,Muttahidda Majlis-e-Amal Pakistan,91065,0.457465941,win,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Ishfaq Ahmad Khan,Pakistan Tehreek-e-Insaf,81849,0.411169272,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Mansoor Kamal Marwat,Independents,7540,0.037877266,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Muhammad Ali Qadri,Tehreek-e-Labbaik,6653,0.033421412,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Aziz Khan,Independents,2024,0.010167584,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Ashraf Ali Khan,Independents,2010,0.010097255,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Abdullah,Paktunkhwa Milli Awami Party,1642,0.008248603,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Gul Razan Shah,Independents,1523,0.007650806,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Imran Nawab,Independents,1147,0.005761966,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Haji Jamil Ur Rehman Nasir,Independents,792,0.00397862,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Muhammad Idrees Khan,Independents,648,0.003255234,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Abdul Hayat,Independents,450,0.00226058,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Inam Ullah Khan,Pakistan Peoples Party (Shaheed Bhutto),448,0.002250532,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Imran Ullah Khan,Pakistan Muslim League (Nawaz),448,0.002250532,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Amir Nawaz Khan,Independents,390,0.001959169,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Najeeb Ullah Khan,Independents,200,0.001004702,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Nasim Ullah,Independents,143,0.000718362,loss,199064
NA-36,Lakki Marwat,Khyber Paktunkhwa (NWFP),Sher Afzal Khan,Independents,92,0.000462163,loss,199064
NA-37,Tank,Khyber Paktunkhwa (NWFP),Asad Mehmood,Muttahidda Majlis-e-Amal Pakistan,28504,0.372737734,win,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Habib Ullah Khan Kundi,Pakistan Tehreek-e-Insaf,16599,0.217059839,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Dawar Khan Kundi,Independents,13559,0.177306727,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Ghulam Badshah,Independents,9262,0.121116226,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Waqar Ahmad Khan,Independents,4779,0.062493462,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Obaid Ur Rehman,Independents,1246,0.016293545,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Saeed Ahmad,Independents,1040,0.013599749,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Sami Ullah Khan Burki,Pakistan Muslim League (Nawaz),430,0.005622973,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Muhammad Ramzan,Independents,370,0.004838372,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Nawabzada Saadat Khan,All Pakistan Muslim League,271,0.003543781,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Ahmad Habibullah Khan Kundi,Independents,222,0.002903023,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Faisal Karim Khan Kundi,Independents,134,0.001752275,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Muhammad Ayub Khan,Independents,56,0.000732294,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Muhammad Anas Cheema,Independents,0,0,loss,76472
NA-37,Tank,Khyber Paktunkhwa (NWFP),Muhammad Adil,Independents,0,0,loss,76472
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Ali Ameen Khan Gandapur,Pakistan Tehreek-e-Insaf,80236,0.429328953,win,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Moulana Fazal Ur Rehman,Muttahidda Majlis-e-Amal Pakistan,45457,0.243232542,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Faisal Karim Khan Kundi,Pakistan Peoples Party (Shaheed Bhutto),20429,0.109312044,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Muhammad Ali Raza,Independents,15070,0.080636962,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Syed Hasnain Mohy Ud Din Gillani,Independents,7904,0.042292936,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Hafeezullah,Tehreek-e-Labbaik,6122,0.032757763,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Dawar Khan Kundi,Independents,3774,0.020194021,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Hameed Ullah Khan Qadri,Independents,3588,0.019198767,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Chohdry Siraj Ud Din,Independents,2018,0.010797969,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Akhtar Saeed,Pakistan Muslim League (Nawaz),849,0.004542852,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Ahmad Kundi,Independents,739,0.003954261,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Muhammad Naeem Khan,Independents,358,0.001915596,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Obaid Ur Rehman,Independents,343,0.001835334,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Waqar Ahmad Khan,Independents,0,0,loss,186887
NA-38,Dera Ismail Khan 1,Khyber Paktunkhwa (NWFP),Makhdum Syed Murid Kazim Shah,Independents,0,0,loss,186887
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Muhammad Yaqoob Sheikh,Pakistan Tehreek-e-Insaf,5511,0.503655639,win,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Moulana Fazal Ur Rehman,Muttahidda Majlis-e-Amal Pakistan,4076,0.372509596,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Qaizar Khan,Independents,564,0.051544507,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Nurang Khan,Pakistan Peoples Party (Shaheed Bhutto),292,0.026686163,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Muhammad Aftab Inayat,Independents,105,0.009596052,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Waqar Ahmad Khan,Independents,98,0.008956315,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Asmat Ullah,Independents,98,0.008956315,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Muhammad Akbar Khan,Independents,57,0.005209285,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Obaid Ur Rehman,Independents,32,0.002924511,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Alhaj Sardar Umar Farooq Khan,Independents,29,0.002650338,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Muhammad Maqbool,Amun Taraqqi Party,23,0.002101992,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Faisal Karim Khan Kundi,Independents,20,0.001827819,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Irfan Ullah Khan,Independents,20,0.001827819,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Muhammad Amir,Independents,12,0.001096692,loss,10942
NA-39,Dera Ismail Khan 2,Khyber Paktunkhwa (NWFP),Ehtasham Ullah Khan,Independents,5,0.000456955,loss,10942
