constituency_number,consitituencey_name,province,candidate_name,candidate_party,candidate_votes,candidate_share,outcome,Total NA Votes
NA-125,Lahore 3,Punjab,Yasmeen Rashid,Pakistan Tehreek-e-Insaf,105857,0.423003305,loss,250251
NA-125,Lahore 3,Punjab,Mamoona Hamid,Tehreek-e-Labbaik,14276,0.057046725,loss,250251
NA-125,Lahore 3,Punjab,Muhammad Yaqoob Sheikh,Independents,2839,0.01134461,loss,250251
NA-125,Lahore 3,Punjab,Zubair Kardar,Pakistan Peoples Party (Shaheed Bhutto),2530,0.01010985,loss,250251
NA-125,Lahore 3,Punjab,Hafiz Salman Butt,Muttahidda Majlis-e-Amal Pakistan,1825,0.007292678,loss,250251
NA-125,Lahore 3,Punjab,Waseem Ali Khan,Independents,170,0.000679318,loss,250251
NA-125,Lahore 3,Punjab,Syed Zaeem Hussain Qadri,Independents,128,0.000511486,loss,250251
NA-125,Lahore 3,Punjab,Samia Niaz,Pak Sarzameen Party,124,0.000495503,loss,250251
NA-125,Lahore 3,Punjab,Muhammad Ajasam Shareef,Independents,64,0.000255743,loss,250251
NA-125,Lahore 3,Punjab,Rehana Ahmed,Independents,42,0.000167831,loss,250251
NA-125,Lahore 3,Punjab,Muhammad Imtiaz Chaudhry,Independents,36,0.000143856,loss,250251
NA-125,Lahore 3,Punjab,Nawab Amber Shahzada,Independents,33,0.000131868,loss,250251
NA-126,Lahore 4,Punjab,HaMuttahidda Majlis-e-Amal Pakistand Azhar ,Pakistan Tehreek-e-Insaf,105734,0.494928265,win,213635
NA-126,Lahore 4,Punjab,Mehr Ishtiaq Ahmed,Pakistan Muslim League (Nawaz),102677,0.480618812,loss,213635
NA-126,Lahore 4,Punjab,Aurangzeb Shafi Burki,Pakistan Peoples Party (Shaheed Bhutto),3202,0.014988181,loss,213635
NA-126,Lahore 4,Punjab,Waqas Ahmed,Tehreek-e-Labbaik,1638,0.007667283,loss,213635
NA-126,Lahore 4,Punjab,Chaudhry Muhammad Ashraf,All Pakistan Muslim League,384,0.001797458,loss,213635
NA-127,Lahore 5,Punjab,Ali Pervaiz Malik ,Pakistan Muslim League (Nawaz),113265,0.541587969,win,209135
NA-127,Lahore 5,Punjab,Jamshed Iqbal Cheema,Pakistan Tehreek-e-Insaf,66818,0.319496976,loss,209135
NA-127,Lahore 5,Punjab,Muhammad Zaheer,Tehreek-e-Labbaik,23140,0.110646233,loss,209135
NA-127,Lahore 5,Punjab,Mian Amir Abbas,Allah-o-Akbar Tehreek,2044,0.009773591,loss,209135
NA-127,Lahore 5,Punjab,Chaudhry Adnan Sarwar,Pakistan Peoples Party (Shaheed Bhutto),1775,0.008487341,loss,209135
NA-127,Lahore 5,Punjab,Rashid Ahmed Khan,Muttahidda Majlis-e-Amal Pakistan,1426,0.006818562,loss,209135
NA-127,Lahore 5,Punjab,Chaudhry Muhammad Ilyas,All Pakistan Muslim League,273,0.001305377,loss,209135
NA-127,Lahore 5,Punjab,Muhammad Ahmed,Independents,261,0.001247998,loss,209135
NA-127,Lahore 5,Punjab,MussarAllah-o-Akbar Tehreek Jamshed,Independents,133,0.000635953,loss,209135
NA-128,Lahore 6,Punjab,Sheikh Rohail Asgher ,Pakistan Muslim League (Nawaz),98199,0.556980477,win,176306
NA-128,Lahore 6,Punjab,Aijaz Ahmed,Pakistan Tehreek-e-Insaf,42000,0.238222182,loss,176306
NA-128,Lahore 6,Punjab,Muhammad Ashraf Asif,Tehreek-e-Labbaik,20734,0.11760235,loss,176306
NA-128,Lahore 6,Punjab,Chaudhry Manzoor Hussain,Muttahidda Majlis-e-Amal Pakistan,6723,0.038132565,loss,176306
NA-128,Lahore 6,Punjab,Zafar Ali Shah,Pakistan Peoples Party (Shaheed Bhutto),6589,0.037372523,loss,176306
NA-128,Lahore 6,Punjab,Ali Adnan,Independents,853,0.004838179,loss,176306
NA-128,Lahore 6,Punjab,Sohail Shaukat Butt,Independents,380,0.002155344,loss,176306
NA-128,Lahore 6,Punjab,Raheel Hussain,Independents,222,0.001259174,loss,176306
NA-128,Lahore 6,Punjab,Muhammad Nazim,Independents,184,0.00104364,loss,176306
NA-128,Lahore 6,Punjab,Muhammad Fareed,Independents,122,0.000691979,loss,176306
NA-128,Lahore 6,Punjab,Asif Mehmood,Amun Taraqqi Party,88,0.000499132,loss,176306
NA-128,Lahore 6,Punjab,Syed Manzoor Ali Shah,Independents,85,0.000482116,loss,176306
NA-128,Lahore 6,Punjab,Syed Aqeel Haider Abbas,Independents,78,0.000442413,loss,176306
NA-128,Lahore 6,Punjab,Humayun Shaukat Ali Butt,Independents,49,0.000277926,loss,176306
NA-129,Lahore 7,Punjab,Sardar Ayaz Sadiq ,Pakistan Muslim League (Nawaz),103021,0.479825808,win,214705
NA-129,Lahore 7,Punjab,Abdul Aleem Khan,Pakistan Tehreek-e-Insaf,94879,0.441904008,loss,214705
NA-129,Lahore 7,Punjab,Muhammad Yousuf,Tehreek-e-Labbaik,12875,0.059966,loss,214705
NA-129,Lahore 7,Punjab,Iftikhar Shahid,Pakistan Peoples Party (Shaheed Bhutto),2569,0.011965255,loss,214705
NA-129,Lahore 7,Punjab,Farzana Butt,Independents,419,0.001951515,loss,214705
NA-129,Lahore 7,Punjab,Ali Javed Dogar,Independents,272,0.001266855,loss,214705
NA-129,Lahore 7,Punjab,Farooq Tahir Chisti,Independents,254,0.001183019,loss,214705
NA-129,Lahore 7,Punjab,Kishwar Bano,Independents,124,0.000577537,loss,214705
NA-129,Lahore 7,Punjab,Sohail Shaukat Butt,Independents,103,0.000479728,loss,214705
NA-129,Lahore 7,Punjab,Humayun Akhtar Khan,Independents,98,0.00045644,loss,214705
NA-129,Lahore 7,Punjab,Muhammad Tajammul Hussain,Independents,91,0.000423837,loss,214705
NA-130,Lahore 8,Punjab,Shafqat Mehmood ,Pakistan Tehreek-e-Insaf,127405,0.506330875,win,251624
NA-130,Lahore 8,Punjab,Khwaja Ahmed Hassan,Pakistan Muslim League (Nawaz),104625,0.41579897,loss,251624
NA-130,Lahore 8,Punjab,Hafeez Ur Rehman,Tehreek-e-Labbaik,10755,0.042742346,loss,251624
NA-130,Lahore 8,Punjab,Liaqat Baloch,Muttahidda Majlis-e-Amal Pakistan,5176,0.020570375,loss,251624
NA-130,Lahore 8,Punjab,Muhammad Mumtaz Khalid,Pakistan Peoples Party (Shaheed Bhutto),2508,0.009967253,loss,251624
NA-130,Lahore 8,Punjab,Amjad Masood,Independents,541,0.002150033,loss,251624
NA-130,Lahore 8,Punjab,Saad Bin Hassan,Independents,506,0.002010937,loss,251624
NA-130,Lahore 8,Punjab,Muhammad Yameen Awan,Pak Sarzameen Party,108,0.000429212,loss,251624
NA-131,Lahore 9,Punjab,Imran Ahmad Khan Niazi ,Pakistan Tehreek-e-Insaf,84313,0.447920651,win,188232
NA-131,Lahore 9,Punjab,Khawaja Saad Rafique,Pakistan Muslim League (Nawaz),83633,0.444308088,loss,188232
NA-131,Lahore 9,Punjab,Syed Murtaza Hasan,Tehreek-e-Labbaik,9780,0.051957159,loss,188232
NA-131,Lahore 9,Punjab,Asim Mehmood,Pakistan Peoples Party (Shaheed Bhutto),6746,0.035838752,loss,188232
NA-131,Lahore 9,Punjab,Waqar Nadeem Waraich,Muttahidda Majlis-e-Amal Pakistan,1912,0.010157678,loss,188232
NA-131,Lahore 9,Punjab,Faheem Ahmed Khan Lodhi,Independents,647,0.003437248,loss,188232
NA-131,Lahore 9,Punjab,Jawad Ahmed,Barabri Party Pakistan,362,0.001923159,loss,188232
NA-131,Lahore 9,Punjab,Nadeem Ahmed,Independents,354,0.001880658,loss,188232
NA-131,Lahore 9,Punjab,Muhammad Mudassir,Pakistan National Democratic Party,141,0.000749076,loss,188232
NA-131,Lahore 9,Punjab,Shoaib Ullah Cheema,Independents,127,0.000674699,loss,188232
NA-131,Lahore 9,Punjab,Muzaffar Ali,Pakistan Tehreek-e-Insaf-G,106,0.000563135,loss,188232
NA-131,Lahore 9,Punjab,Humayun Akhtar Khan,Independents,93,0.000494071,loss,188232
NA-131,Lahore 9,Punjab,Muhammad Jahangir Dogar,Independents,18,9.56E-05,loss,188232
NA-131,Lahore 9,Punjab,Zeba Ehsaan,Pakistan Muslim League -Q,0,0,loss,188232
NA-131,Lahore 9,Punjab,Mian Zahid Islam Anjum,Independents,0,0,loss,188232
NA-132,Lahore 10,Punjab,Mian Muhammad Shehbaz Sharif ,Pakistan Muslim League (Nawaz),95834,0.504264735,win,190047
NA-132,Lahore 10,Punjab,Muhammad Mansha SIndependentshu,Pakistan Tehreek-e-Insaf,52213,0.274737302,loss,190047
NA-132,Lahore 10,Punjab,Samina Khalid Ghurki,Pakistan Peoples Party (Shaheed Bhutto),24420,0.12849453,loss,190047
NA-132,Lahore 10,Punjab,Amjad Naeem,Tehreek-e-Labbaik,7305,0.03843786,loss,190047
NA-132,Lahore 10,Punjab,Muhammad Nawaz,Tehreek-e-Labbaik Islam,4049,0.021305256,loss,190047
NA-132,Lahore 10,Punjab,Muhammad Adnan Khalid,Independents,2848,0.014985767,loss,190047
NA-132,Lahore 10,Punjab,Haider Ali,Muttahidda Majlis-e-Amal Pakistan,1616,0.00850316,loss,190047
NA-132,Lahore 10,Punjab,Muhammad Sajjad Hassan,All Pakistan Muslim League,543,0.002857188,loss,190047
NA-132,Lahore 10,Punjab,Yasir Tufail,Independents,492,0.002588833,loss,190047
NA-132,Lahore 10,Punjab,Jawad Ahmed,Barabri Party Pakistan,447,0.00235205,loss,190047
NA-132,Lahore 10,Punjab,Muhammad Ramzan,Independents,78,0.000410425,loss,190047
NA-132,Lahore 10,Punjab,Mian Rashid Ali,Jamhoori Wattan Party,75,0.000394639,loss,190047
NA-132,Lahore 10,Punjab,Chaudhry Shabbir Ahmed,Independents,70,0.00036833,loss,190047
NA-132,Lahore 10,Punjab,Nasir Javed Dogar,Independents,57,0.000299926,loss,190047
NA-132,Lahore 10,Punjab,Muhammad TajaMuttahidda Majlis-e-Amal Pakistanl Hussain,Independents,0,0,loss,190047
NA-133,Lahore 11,Punjab,Muhammad Pervaiz Malik ,Pakistan Muslim League (Nawaz),89678,0.470674064,win,190531
NA-133,Lahore 11,Punjab,Ejaz Ahmed Choudhry,Pakistan Tehreek-e-Insaf,77231,0.405346112,loss,190531
NA-133,Lahore 11,Punjab,Matloob Ahmed,Tehreek-e-Labbaik,13235,0.069463762,loss,190531
NA-133,Lahore 11,Punjab,Ch Aslam Gill,Pakistan Peoples Party (Shaheed Bhutto),5585,0.029312815,loss,190531
NA-133,Lahore 11,Punjab,Syed Zaeem Hussain Qadri,Independents,1953,0.0102503,loss,190531
NA-133,Lahore 11,Punjab,Iftikhar Ahmed,Muttahidda Majlis-e-Amal Pakistan,1701,0.008927681,loss,190531
NA-133,Lahore 11,Punjab,Waqif Tehmasab Kiyani,All Pakistan Muslim League,289,0.001516814,loss,190531
NA-133,Lahore 11,Punjab,Nawab Ali,Independents,275,0.001443335,loss,190531
NA-133,Lahore 11,Punjab,Ahmed Raza,Independents,268,0.001406595,loss,190531
NA-133,Lahore 11,Punjab,Nouman Hussain Qureshi,Barabri Party Pakistan,94,0.000493358,loss,190531
NA-133,Lahore 11,Punjab,Irfan Khalid,Independents,87,0.000456619,loss,190531
NA-133,Lahore 11,Punjab,Mian Abdur Razzaq,Independents,50,0.000262424,loss,190531
NA-133,Lahore 11,Punjab,Sohail Zia Butt,Independents,49,0.000257176,loss,190531
NA-133,Lahore 11,Punjab,Muhammad Amjad Khan,Independents,36,0.000188946,loss,190531
NA-134,Lahore 12,Punjab,Rana Mubashir Iqbal ,Pakistan Muslim League (Nawaz),76291,0.538789664,win,141597
NA-134,Lahore 12,Punjab,Malik Zaheer Abbas Khokhar,Pakistan Tehreek-e-Insaf,45991,0.324802079,loss,141597
NA-134,Lahore 12,Punjab,Muhammad Irfan Shahkey,Tehreek-e-Labbaik,9901,0.069923798,loss,141597
NA-134,Lahore 12,Punjab,Muhammad Sohail Afzal Awan,Pakistan Peoples Party (Shaheed Bhutto),5425,0.038312959,loss,141597
NA-134,Lahore 12,Punjab,Aneela Batool,Muttahidda Majlis-e-Amal Pakistan,1454,0.010268579,loss,141597
NA-134,Lahore 12,Punjab,Syed Faqir Hussain Shah Bukhari,All Pakistan Muslim League,720,0.005084853,loss,141597
NA-134,Lahore 12,Punjab,Zulfiqar Ali Hassan,Allah-o-Akbar Tehreek,675,0.00476705,loss,141597
NA-134,Lahore 12,Punjab,Rana Khalid Mehmood,Independents,460,0.003248656,loss,141597
NA-134,Lahore 12,Punjab,Aneel Ashiq Mutu,National Party,381,0.002690735,loss,141597
NA-134,Lahore 12,Punjab,Shazia Mubashir,Independents,249,0.001758512,loss,141597
NA-134,Lahore 12,Punjab,Syed Zaeem Hussain Qadri,Independents,50,0.000353115,loss,141597
NA-135,Lahore 13,Punjab,Malik Karamat Ali Khokhar ,Pakistan Tehreek-e-Insaf,64765,0.474903758,win,136375
NA-135,Lahore 13,Punjab,Malik Saif Ul Mulook Khokhar,Pakistan Muslim League (Nawaz),55431,0.406460128,loss,136375
NA-135,Lahore 13,Punjab,Muhammad Ahmed Majeed,Tehreek-e-Labbaik,8196,0.060098992,loss,136375
NA-135,Lahore 13,Punjab,Maryam Raza,Pak Sarzameen Party,3131,0.022958753,loss,136375
NA-135,Lahore 13,Punjab,Amjad Ali,Pakistan Peoples Party (Shaheed Bhutto),2897,0.021242896,loss,136375
NA-135,Lahore 13,Punjab,Ameer Al- Azeem,Muttahidda Majlis-e-Amal Pakistan,1093,0.008014665,loss,136375
NA-135,Lahore 13,Punjab,Malik Toqeer Abbas Khokhar,Independents,771,0.005653529,loss,136375
NA-135,Lahore 13,Punjab,Gohar Ali Khan,Pakistan Muslim League -Council,91,0.000667278,loss,136375
NA-136,Lahore 14,Punjab,Malik Muhamad Afzal Khokhar ,Pakistan Muslim League (Nawaz),88831,0.545507581,win,162841
NA-136,Lahore 14,Punjab,Malik Asad Ali Khokhar,Pakistan Tehreek-e-Insaf,44669,0.274310524,loss,162841
NA-136,Lahore 14,Punjab,Muhammad Ahmed Majeed,Tehreek-e-Labbaik,12684,0.077891931,loss,162841
NA-136,Lahore 14,Punjab,Jamil Ahmed,Pakistan Peoples Party (Shaheed Bhutto),9016,0.055366892,loss,162841
NA-136,Lahore 14,Punjab,Zubair Ahmed,Independents,2555,0.015690152,loss,162841
NA-136,Lahore 14,Punjab,Nizam Din,Muttahidda Majlis-e-Amal Pakistan,1521,0.0093404,loss,162841
NA-136,Lahore 14,Punjab,Chaudhry Ahmed Hussain,Pakistan Peoples Party (Shaheed Bhutto)-SB,835,0.005127701,loss,162841
NA-136,Lahore 14,Punjab,Muhammad Khan Bhatti,Independents,674,0.004139007,loss,162841
NA-136,Lahore 14,Punjab,Muhammad Younus,Independents,521,0.00319944,loss,162841
NA-136,Lahore 14,Punjab,Munir Ahmed,Independents,445,0.002732727,loss,162841
NA-136,Lahore 14,Punjab,Khalid Mehmood,Independents,393,0.002413397,loss,162841
NA-136,Lahore 14,Punjab,Shabbir Ahmed,Independents,351,0.002155477,loss,162841
NA-136,Lahore 14,Punjab,Sardar Adil Umar,Independents,204,0.001252756,loss,162841
NA-136,Lahore 14,Punjab,Sardar Kamil Umar,Independents,85,0.000521982,loss,162841
NA-136,Lahore 14,Punjab,Irfan Shafi Khokhar,Independents,57,0.000350035,loss,162841
NA-137,Kasur 1,Punjab,Saad Waseem Akhtar ,Pakistan Muslim League (Nawaz),121207,0.45623485,win,265668
NA-137,Kasur 1,Punjab,Sardar Asif Ahmad Ali Daula,Pakistan Tehreek-e-Insaf,42930,0.161592665,loss,265668
NA-137,Kasur 1,Punjab,Chaudary Manzoor Ahmed,Pakistan Peoples Party (Shaheed Bhutto),33717,0.126914043,loss,265668
NA-137,Kasur 1,Punjab,Nasira Meo,Independents,28876,0.108692052,loss,265668
NA-137,Kasur 1,Punjab,Muhammad Farooq Ul Hassan,Tehreek-e-Labbaik,17349,0.065303311,loss,265668
NA-137,Kasur 1,Punjab,Zafar Jabbar Chishti,Independents,3831,0.014420254,loss,265668
NA-137,Kasur 1,Punjab,Masood Anwar,Independents,3529,0.013283497,loss,265668
NA-137,Kasur 1,Punjab,Shabir Ahmed,Independents,3450,0.012986133,loss,265668
NA-137,Kasur 1,Punjab,Javed Mehmood,Recognition of Prior Learning,2527,0.009511872,loss,265668
NA-137,Kasur 1,Punjab,Chaudhry Muhammad Arif SIndependentshu,Independents,1443,0.005431591,loss,265668
NA-137,Kasur 1,Punjab,Muhammad Saleem Mahar,Independents,1275,0.004799223,loss,265668
NA-137,Kasur 1,Punjab,Amjid Ali Khan,Independents,1174,0.004419049,loss,265668
NA-137,Kasur 1,Punjab,Muhammad Ilyas Khan,Independents,993,0.003737748,loss,265668
NA-137,Kasur 1,Punjab,Gulam Muhammad,Independents,949,0.003572128,loss,265668
NA-137,Kasur 1,Punjab,Attique Ur Rehman,Independents,830,0.0031242,loss,265668
NA-137,Kasur 1,Punjab,Abdul Hanan Sabir,Independents,744,0.002800488,loss,265668
NA-137,Kasur 1,Punjab,Amaar Waseem,Independents,654,0.002461719,loss,265668
NA-137,Kasur 1,Punjab,Salman Hanif,Independents,190,0.000715178,loss,265668
NA-137,Kasur 1,Punjab,Waseem Akhtar Shaikh,Independents,0,0,loss,265668
NA-138,Kasur 2,Punjab,Rasheed Ahmed Khan ,Pakistan Muslim League (Nawaz),109385,0.474390667,win,230580
NA-138,Kasur 2,Punjab,Sardar Rashid Tufail,Pakistan Tehreek-e-Insaf,49947,0.216614624,loss,230580
NA-138,Kasur 2,Punjab,Dawood Anees Qureshi,Independents,18450,0.080015613,loss,230580
NA-138,Kasur 2,Punjab,Imran Ali Khan Malik,Pakistan Peoples Party (Shaheed Bhutto),16490,0.071515309,loss,230580
NA-138,Kasur 2,Punjab,Sardar Liquat Ali Dogger,Tehreek-e-Labbaik,15086,0.065426316,loss,230580
NA-138,Kasur 2,Punjab,Ibtisam Elahi Zaheer,Muttahidda Majlis-e-Amal Pakistan,12074,0.052363605,loss,230580
NA-138,Kasur 2,Punjab,Muhammad Saleem Mahar,Independents,3539,0.015348252,loss,230580
NA-138,Kasur 2,Punjab,Rabia Hashar,Recognition of Prior Learning,1740,0.007546188,loss,230580
NA-138,Kasur 2,Punjab,Mazhar Rasheed Khan,Independents,1010,0.004380258,loss,230580
NA-138,Kasur 2,Punjab,Amjad Ali Tufail,Independents,937,0.004063666,loss,230580
NA-138,Kasur 2,Punjab,Nasira Meo,Independents,762,0.00330471,loss,230580
NA-138,Kasur 2,Punjab,Muhammad Sharif Sabir,Pakistan Tehreek-e-Insaf-N,475,0.002060023,loss,230580
NA-138,Kasur 2,Punjab,Ishaq Shahid Islafnar,Tehreek-e-Labbaik Islam,414,0.001795472,loss,230580
NA-138,Kasur 2,Punjab,Saima Dawood,Independents,271,0.001175297,loss,230580
NA-139,Kasur 3,Punjab,Rana Muhammad Ishaq Khan ,Pakistan Muslim League (Nawaz),121767,0.384110911,win,317010
NA-139,Kasur 3,Punjab,Azeem Ud Din Zahid,Pakistan Tehreek-e-Insaf,112893,0.356118104,loss,317010
NA-139,Kasur 3,Punjab,Sardar Atif Nakai,Independents,40352,0.12728936,loss,317010
NA-139,Kasur 3,Punjab,Syed Maqsood Ali Shah,Tehreek-e-Labbaik,15425,0.048657771,loss,317010
NA-139,Kasur 3,Punjab,Syed Raza Abbas,Pakistan Peoples Party (Shaheed Bhutto),10355,0.032664585,loss,317010
NA-139,Kasur 3,Punjab,Sardar Muhammad Asif Nakai,Independents,4016,0.01266837,loss,317010
NA-139,Kasur 3,Punjab,Gulam Murtaza,Independents,3032,0.009564367,loss,317010
NA-139,Kasur 3,Punjab,Atta Muhammad,Independents,2471,0.007794707,loss,317010
NA-139,Kasur 3,Punjab,Arshad Ali,Independents,1544,0.004870509,loss,317010
NA-139,Kasur 3,Punjab,Zaeem Ue Din Abid,Independents,1229,0.003876849,loss,317010
NA-139,Kasur 3,Punjab,Sardar Iqbal Atta Sukhera,Independents,1180,0.00372228,loss,317010
NA-139,Kasur 3,Punjab,Ijaz Ali Bhatti,Independents,1038,0.003274345,loss,317010
NA-139,Kasur 3,Punjab,Abdul Azeez Azeez,Independents,796,0.002510962,loss,317010
NA-139,Kasur 3,Punjab,Rana Liaquat Ali Khan,Pakistan Tehreek-e-Insaf-N,558,0.001760197,loss,317010
NA-139,Kasur 3,Punjab,Syed Muhammad Amaar Qazmi,Independents,202,0.000637204,loss,317010
NA-139,Kasur 3,Punjab,Muhammad Mirza,Independents,152,0.00047948,loss,317010
NA-140,Kasur 4,Punjab,Sardar Talib Hassan Nakai ,Pakistan Tehreek-e-Insaf,124621,0.442477028,win,281644
NA-140,Kasur 4,Punjab,Rana Muhammad Hayat Khan,Pakistan Muslim League (Nawaz),124385,0.44163909,loss,281644
NA-140,Kasur 4,Punjab,Rana Tanveer Riaz Khan,Tehreek-e-Labbaik,15500,0.055034015,loss,281644
NA-140,Kasur 4,Punjab,Maqsood Ahmad Khan,Pakistan Peoples Party (Shaheed Bhutto),6449,0.022897701,loss,281644
NA-140,Kasur 4,Punjab,Sardar Atif Nakai,Independents,2843,0.010094303,loss,281644
NA-140,Kasur 4,Punjab,Dilshad Ali,Tehreek-e-Labbaik Islam,2490,0.008840948,loss,281644
NA-140,Kasur 4,Punjab,Haji Muhammad Ramzan,Muttahidda Majlis-e-Amal Pakistan,1955,0.006941387,loss,281644
NA-140,Kasur 4,Punjab,Muhammad Arshad Saqi,Independents,1106,0.003926943,loss,281644
NA-140,Kasur 4,Punjab,Sardar Faiz Ellahi,Independents,1042,0.003699706,loss,281644
NA-140,Kasur 4,Punjab,Nasir Ali,Independents,952,0.003380154,loss,281644
NA-140,Kasur 4,Punjab,Faisal Hayat,Pakistan Tehreek-e-Insaf-N,301,0.001068725,loss,281644
NA-140,Kasur 4,Punjab,Sardar Muhammad Atif Nakai,Independents,0,0,loss,281644
NA-141,Okara 1,Punjab,Nadeem Abbas Rabera ,Pakistan Muslim League (Nawaz),92841,0.357072529,win,260006
NA-141,Okara 1,Punjab,Syed Samsam Shah Bukhari,Pakistan Tehreek-e-Insaf,60217,0.231598502,loss,260006
NA-141,Okara 1,Punjab,Khalil Ur Rehman,Independents,57859,0.22252948,loss,260006
NA-141,Okara 1,Punjab,Masood Shafqat Abbas Rabera,Independents,33040,0.127073991,loss,260006
NA-141,Okara 1,Punjab,Cap Gulam Mujtaba Kharral,Pakistan Peoples Party (Shaheed Bhutto),10310,0.039652931,loss,260006
NA-141,Okara 1,Punjab,Noor Ul Ain Rai,Independents,2222,0.008545957,loss,260006
NA-141,Okara 1,Punjab,Muhammad Bilal Saeed,Independents,2146,0.008253656,loss,260006
NA-141,Okara 1,Punjab,Suhail Arshad Choudhry,Independents,1371,0.005272955,loss,260006
NA-141,Okara 1,Punjab,Saeed Ur Rehman,Independents,0,0,loss,260006
NA-141,Okara 1,Punjab,Saeed Ur Rehman,Independents,0,0,loss,260006
NA-142,Okara 2,Punjab,Ch Riaz Ul Haq Juj ,Pakistan Muslim League (Nawaz),140733,0.598685498,win,235070
NA-142,Okara 2,Punjab,Rao Hassan Sikandar,Pakistan Tehreek-e-Insaf,76592,0.32582635,loss,235070
NA-142,Okara 2,Punjab,Shumaila Shuqat,Tehreek-e-Labbaik,5679,0.024158761,loss,235070
NA-142,Okara 2,Punjab,Muhammad Tariq Khan,Pakistan Peoples Party (Shaheed Bhutto),4013,0.017071511,loss,235070
NA-142,Okara 2,Punjab,Abdur Rasheed Booti,Independents,3466,0.014744544,loss,235070
NA-142,Okara 2,Punjab,Hafiz Muhammad Abid Attari,Tehreek-e-Labbaik Islam,1922,0.008176288,loss,235070
NA-142,Okara 2,Punjab,Fayyaz Zafar,Independents,1088,0.004628409,loss,235070
NA-142,Okara 2,Punjab,Muhammad Akram,Independents,745,0.003169269,loss,235070
NA-142,Okara 2,Punjab,Sheraz Zafar,Independents,519,0.002207853,loss,235070
NA-142,Okara 2,Punjab,Muhammad Arsalan,Pakistan Tehreek-e-Insaf-G,197,0.000838048,loss,235070
NA-142,Okara 2,Punjab,Muhammad Arshad Iqbal,Independents,116,0.00049347,loss,235070
NA-143,Okara 3,Punjab,Rao Muhammad Ajmal Khan ,Pakistan Muslim League (Nawaz),142988,0.581876485,win,245736
NA-143,Okara 3,Punjab,Syed Gulzar Sibtain Shah,Pakistan Tehreek-e-Insaf,89177,0.362897581,loss,245736
NA-143,Okara 3,Punjab,Javed Iqbal,Tehreek-e-Labbaik,5162,0.021006283,loss,245736
NA-143,Okara 3,Punjab,Tanveer Hussain,Pakistan Peoples Party (Shaheed Bhutto),2518,0.010246769,loss,245736
NA-143,Okara 3,Punjab,Rao Fahad Ajmal,Pakistan Tehreek-e-Insaf-N,1354,0.005509978,loss,245736
NA-143,Okara 3,Punjab,Syed Abbas Raza Rizvi,Independents,1236,0.005029788,loss,245736
NA-143,Okara 3,Punjab,Syed Ali Abbas Gillani,Independents,1021,0.004154865,loss,245736
NA-143,Okara 3,Punjab,Syed Muhammad Ali Gilani,Independents,945,0.00384559,loss,245736
NA-143,Okara 3,Punjab,Syed Salman Hasnain,Independents,518,0.002107953,loss,245736
NA-143,Okara 3,Punjab,Syed Raza Ali Gilani,Independents,297,0.001208614,loss,245736
NA-143,Okara 3,Punjab,Rao Muhammad Safdar Khan,Independents,267,0.001086532,loss,245736
NA-143,Okara 3,Punjab,Ali Nawaz Syed Kirmani,Independents,127,0.000516815,loss,245736
NA-143,Okara 3,Punjab,Mian Manzoor Ahmed Khan Watto,Independents,126,0.000512745,loss,245736
NA-144,Okara 4,Punjab,Muhammad Moin Khan Watto ,Pakistan Muslim League (Nawaz),118670,0.49146246,win,241463
NA-144,Okara 4,Punjab,Mian Manzoor Ahmed Khan Watto,Independents,105585,0.437271963,loss,241463
NA-144,Okara 4,Punjab,Muhammad Jameel Ashraf,Tehreek-e-Labbaik,9100,0.037686933,loss,241463
NA-144,Okara 4,Punjab,Rubina Shaheen Watto,Independents,1817,0.007524962,loss,241463
NA-144,Okara 4,Punjab,Muhammad Fayyaz,Independents,1333,0.005520515,loss,241463
NA-144,Okara 4,Punjab,Shahzad Zulfiqar Ali,Pakistan Peoples Party (Shaheed Bhutto),1247,0.005164352,loss,241463
NA-144,Okara 4,Punjab,Syed Muhammad Ali Gilani,Independents,1195,0.004948998,loss,241463
NA-144,Okara 4,Punjab,Muhammad Husain,Independents,607,0.002513843,loss,241463
NA-144,Okara 4,Punjab,Syed Raza Ali Gilani,Independents,565,0.002339903,loss,241463
NA-144,Okara 4,Punjab,Mian Khurram Jhangir Watto,Independents,403,0.001668993,loss,241463
NA-144,Okara 4,Punjab,Sardar Ali Haider Khan,Independents,392,0.001623437,loss,241463
NA-144,Okara 4,Punjab,Noor Ul Ameen Watto,Independents,376,0.001557174,loss,241463
NA-144,Okara 4,Punjab,Chand Bibi,Independents,173,0.000716466,loss,241463
NA-145,Pakpattan 1,Punjab,Ahmed Raza Khan Manika ,Pakistan Muslim League (Nawaz),118581,0.43596597,win,271996
NA-145,Pakpattan 1,Punjab,Muhammd Shah Khagga,Pakistan Tehreek-e-Insaf,90633,0.333214459,loss,271996
NA-145,Pakpattan 1,Punjab,Sardar Mansab Ali Dogger,Independents,32491,0.119453963,loss,271996
NA-145,Pakpattan 1,Punjab,Rao Naseem Hashim Khan,Independents,25457,0.093593288,loss,271996
NA-145,Pakpattan 1,Punjab,Rao Azmat Ullah,Muttahidda Majlis-e-Amal Pakistan,1576,0.005794203,loss,271996
NA-145,Pakpattan 1,Punjab,Asghar Ali,Independents,1473,0.005415521,loss,271996
NA-145,Pakpattan 1,Punjab,Nadeem Iqbal,Independents,1244,0.004573597,loss,271996
